INSERT INTO SPETTATORE (NOME, COGNOME, DATA_DI_NASCITA) VALUES
('Kevin', 'Bush', '1926-04-15'),
('Erin', 'Carter', '1909-10-21'),
('Joshua', 'Bush', '1935-01-21'),
('David', 'Harper', '1964-10-12'),
('Jose', 'Murray', '1919-02-10'),
('Robert', 'Mitchell', '1998-11-16'),
('Ryan', 'Brown', '1993-12-14'),
('Rhonda', 'Baker', '1989-07-31'),
('Clinton', 'Haney', '1963-10-13'),
('Charles', 'Sellers', '2001-08-02'),
('Malik', 'Miller', '1976-08-20'),
('William', 'Steele', '1989-02-22'),
('Jennifer', 'Graves', '1957-02-15'),
('Shawn', 'Brooks', '1910-06-15'),
('Timothy', 'Graham', '1943-11-29'),
('Leonard', 'Hall', '1978-08-23'),
('Kenneth', 'Smith', '1930-07-19'),
('Rachel', 'Parker', '2002-11-15'),
('Marco', 'Robinson', '1960-05-20'),
('Sandra', 'Nelson', '1974-11-13'),
('Pamela', 'Stone', '1991-05-10'),
('Jennifer', 'Arellano', '2003-06-23'),
('Paula', 'Tyler', '1913-09-09'),
('Heather', 'Moreno', '2001-11-01'),
('Carolyn', 'Boyle', '1996-08-11'),
('Philip', 'Mccoy', '1924-05-13'),
('Paige', 'Scott', '1965-01-24'),
('Gary', 'Turner', '1923-03-20'),
('Christopher', 'Crane', '1933-04-09'),
('Nicole', 'Kirk', '1928-03-04'),
('Christopher', 'Warner', '1965-01-21'),
('Jesse', 'Davis', '1979-03-13'),
('Richard', 'Schneider', '1908-08-23'),
('Jeremy', 'Sparks', '1993-11-02'),
('Michael', 'Fisher', '1974-04-09'),
('Brandon', 'Smith', '1964-04-26'),
('Jessica', 'Wang', '1970-07-09'),
('Stephanie', 'Nash', '2004-05-31'),
('Cassandra', 'Gaines', '1991-08-29'),
('Melanie', 'Mcconnell', '1930-10-14'),
('Julie', 'Russell', '1928-10-12'),
('Carl', 'Williams', '1999-01-11'),
('Nathan', 'Lopez', '1941-02-14'),
('Danielle', 'Esparza', '1927-10-19'),
('Cynthia', 'Aguilar', '1911-08-28'),
('Guy', 'Blackwell', '1990-10-26'),
('Sarah', 'Mason', '1952-08-10'),
('Stacy', 'Davis', '1908-09-16'),
('John', 'Turner', '1962-05-19'),
('James', 'Carroll', '1960-08-21'),
('Daniel', 'Watson', '1931-01-23'),
('Wendy', 'Jones', '1913-04-10'),
('Deborah', 'Anderson', '1994-03-19'),
('Danielle', 'Nelson', '1985-05-22'),
('Lisa', 'Stone', '2004-10-08'),
('Mary', 'Johnson', '1950-11-25'),
('Jamie', 'Flores', '1977-03-18'),
('Jasmine', 'Sandoval', '2004-02-06'),
('Melanie', 'Collier', '1946-01-29'),
('Jessica', 'Evans', '1984-12-03'),
('Kevin', 'Stanley', '2001-03-25'),
('Karen', 'Shepard', '1948-01-07'),
('Amy', 'Solomon', '2003-01-25'),
('Andrew', 'Davis', '1920-03-24'),
('Sandra', 'Perez', '1996-11-30'),
('Gail', 'Clark', '1950-06-15'),
('Noah', 'Carr', '1923-12-25'),
('Randall', 'Stewart', '1915-04-13'),
('Laura', 'Valdez', '1953-01-10'),
('Derek', 'Howard', '1992-08-29'),
('Ryan', 'Hawkins', '1995-03-30'),
('William', 'Pennington', '1910-06-27'),
('Jennifer', 'Rodriguez', '1988-10-29'),
('Paul', 'Adams', '1943-08-07'),
('Michael', 'Love', '1987-10-27'),
('Heather', 'Gonzalez', '1920-11-15'),
('Carolyn', 'Guerrero', '1985-05-21'),
('Mark', 'Anderson', '1981-03-10'),
('Jeffery', 'Lopez', '1937-10-04'),
('Catherine', 'Gates', '1973-09-13'),
('Michael', 'Fischer', '1917-04-07'),
('Christopher', 'Flores', '1958-05-21'),
('Mark', 'Gonzalez', '1930-02-04'),
('Mary', 'Ward', '1987-04-26'),
('Sarah', 'Curry', '1982-01-09'),
('Deborah', 'Bell', '1994-10-31'),
('Stephen', 'Montgomery', '2000-10-08'),
('Amanda', 'Taylor', '1930-07-23'),
('Justin', 'Burke', '1938-01-24'),
('Andrew', 'Wiggins', '1965-02-09'),
('Jeremy', 'White', '1942-11-30'),
('Jacob', 'Kim', '1912-06-12'),
('Christopher', 'Nelson', '1966-06-07'),
('Amanda', 'Berg', '1985-01-24'),
('Matthew', 'Trevino', '1940-10-01'),
('Michael', 'Porter', '1944-09-22'),
('Dominic', 'Townsend', '1962-06-10'),
('Christopher', 'Drake', '1963-09-16'),
('Jessica', 'Howell', '1980-06-26'),
('Jeff', 'Murray', '1958-01-18'),
('Kathy', 'Deleon', '1980-03-19'),
('Melissa', 'Fields', '1942-10-20'),
('Sandra', 'Boone', '2000-01-14'),
('Samantha', 'Allen', '1947-04-25'),
('Leroy', 'Hoffman', '1936-05-24'),
('Phillip', 'Hood', '1920-02-15'),
('Deborah', 'Smith', '1961-06-28'),
('Walter', 'Ross', '1944-11-09'),
('Joseph', 'Freeman', '1924-05-01'),
('Erin', 'Thompson', '1947-10-09'),
('Shane', 'Johnson', '1962-12-03'),
('Bethany', 'Bradley', '1910-11-01'),
('Samuel', 'Jones', '1960-09-12'),
('Bonnie', 'Horton', '1916-08-28'),
('Tony', 'Anderson', '1914-12-24'),
('Katelyn', 'Allen', '1957-06-12'),
('Anthony', 'Baker', '1986-04-03'),
('Becky', 'Stephens', '1942-08-03'),
('Stephen', 'Smith', '1953-08-02'),
('Claudia', 'Ortega', '2004-11-02'),
('Sheila', 'Martin', '2002-07-23'),
('Steven', 'Smith', '1920-04-11'),
('Richard', 'Roberts', '1912-09-16'),
('Kristin', 'Roberts', '1946-01-06'),
('Stephanie', 'Moore', '1988-02-26'),
('Timothy', 'Cooper', '1991-05-03'),
('William', 'Rice', '1943-03-28'),
('Brittany', 'Wood', '1945-02-17'),
('Amber', 'Wells', '1996-04-21'),
('William', 'Stokes', '2004-06-30'),
('Don', 'Martinez', '1926-06-17'),
('Robert', 'Warner', '2005-05-18'),
('Brian', 'Anderson', '1938-11-20'),
('Shelia', 'Hebert', '2001-05-25'),
('James', 'Whitaker', '1978-02-03'),
('Susan', 'Johnson', '1927-01-31'),
('April', 'White', '1972-07-24'),
('Jennifer', 'Morris', '1939-05-06'),
('George', 'Hamilton', '1927-12-21'),
('Steven', 'Bell', '1921-05-13'),
('Jessica', 'Moore', '1925-10-31'),
('Tiffany', 'Bryant', '1976-07-01'),
('Earl', 'Summers', '1942-02-09'),
('Nicholas', 'Jenkins', '1956-06-04'),
('Steven', 'Crosby', '1961-08-05'),
('Kirsten', 'Joseph', '1976-12-24'),
('Deborah', 'Kirk', '1980-11-12'),
('Cynthia', 'Rodriguez', '2002-02-09'),
('Jenna', 'Perkins', '1920-11-30'),
('Jessica', 'Rose', '1987-03-04'),
('James', 'Lopez', '1941-12-04'),
('Sabrina', 'Gonzales', '1980-11-01'),
('Kathryn', 'Shaw', '1984-07-20'),
('Tiffany', 'Cole', '1924-10-30'),
('Harold', 'Miller', '2001-06-30'),
('David', 'Flores', '1953-11-14'),
('Vanessa', 'Smith', '1974-12-13'),
('Shane', 'Ortiz', '1966-11-26'),
('Natasha', 'Gates', '1989-04-27'),
('Mary', 'Griffin', '1953-03-17'),
('Melissa', 'Jones', '2002-10-09'),
('Alexis', 'Williams', '1974-03-04'),
('Kyle', 'Torres', '1932-11-13'),
('Corey', 'Middleton', '1911-05-15'),
('Jodi', 'Stephenson', '1943-01-16'),
('Alec', 'Bell', '1926-10-23'),
('Jennifer', 'Townsend', '1959-02-24'),
('John', 'Harris', '2005-05-05'),
('Michael', 'Robinson', '1974-02-27'),
('Michelle', 'Jones', '1927-11-13'),
('Madison', 'Crawford', '1925-07-31'),
('Mark', 'Lee', '1971-06-18'),
('Robin', 'Jones', '1911-02-22'),
('Amy', 'Fletcher', '1970-07-11'),
('Sean', 'Montoya', '1995-03-20'),
('Timothy', 'Sullivan', '1943-05-20'),
('Samantha', 'Hall', '1956-04-21'),
('Kimberly', 'West', '1925-11-18'),
('Kayla', 'Sheppard', '1985-07-29'),
('Jessica', 'Clark', '1921-02-02'),
('Shelby', 'Lee', '1965-07-24'),
('Gregory', 'Phillips', '1929-07-24'),
('Erica', 'Ryan', '1914-03-27'),
('Jamie', 'Mcintosh', '1936-06-16'),
('Kristina', 'Robinson', '1969-07-25'),
('Dustin', 'Gomez', '1967-04-15'),
('Michael', 'Rogers', '1930-07-23'),
('Elizabeth', 'Harris', '1976-07-22'),
('Carla', 'Smith', '1919-06-11'),
('Michael', 'Cole', '1995-12-27'),
('Scott', 'Taylor', '1931-11-11'),
('Juan', 'Moore', '1981-11-28'),
('Tiffany', 'Adams', '1924-06-22'),
('Drew', 'Acosta', '1961-04-03'),
('Kyle', 'Meyer', '1972-07-08'),
('Brandi', 'Jenkins', '1923-09-23'),
('Jody', 'Powell', '1979-10-30'),
('Julia', 'Mullen', '2005-02-14'),
('Holly', 'Luna', '1944-07-16'),
('Carlos', 'Robinson', '1933-02-09'),
('Monica', 'Webb', '1933-12-14'),
('Rachael', 'Jackson', '2002-07-20'),
('Linda', 'Lopez', '1973-12-10'),
('Marie', 'Lara', '1967-04-11'),
('Brian', 'Williams', '1909-04-08'),
('Theresa', 'Gilbert', '1970-10-15'),
('Cynthia', 'Mann', '1990-11-16'),
('Michael', 'Jacobs', '1960-02-20'),
('Daniel', 'Cline', '1960-12-05'),
('Peter', 'Scott', '2002-08-18'),
('Crystal', 'Lynch', '1987-07-18'),
('Kari', 'Bennett', '1997-03-30'),
('Jennifer', 'Powell', '1979-10-27'),
('Annette', 'Baker', '1933-02-08'),
('Nathan', 'Kemp', '1942-05-28'),
('Margaret', 'Luna', '1984-06-06'),
('James', 'Flores', '1952-11-14'),
('Cynthia', 'Hutchinson', '1990-10-17'),
('Elizabeth', 'Edwards', '1926-06-16'),
('Matthew', 'Gonzales', '1962-02-24'),
('Tonya', 'Luna', '1994-03-21'),
('Javier', 'Long', '2005-06-22'),
('Donald', 'Taylor', '1961-05-13'),
('Melissa', 'Willis', '1942-02-05'),
('Donna', 'Carr', '1979-09-15'),
('Henry', 'White', '2001-04-04'),
('Zoe', 'Morgan', '1961-11-10'),
('Jeremy', 'Clay', '2000-04-25'),
('Lucas', 'Barnes', '1964-10-06'),
('Karen', 'Pierce', '1987-07-26'),
('Tanya', 'Chapman', '1991-11-16'),
('Stefanie', 'Riggs', '1915-03-09'),
('Tonya', 'Price', '1927-05-02'),
('James', 'Holmes', '1940-07-20'),
('Lisa', 'Morris', '1990-11-19'),
('Lauren', 'Rogers', '1961-08-03'),
('Alison', 'Johnson', '1924-01-28'),
('Nicholas', 'Diaz', '1998-10-11'),
('Karen', 'Smith', '1925-10-18'),
('Charles', 'Ellis', '1947-08-23'),
('Michael', 'Medina', '1936-08-15'),
('Cynthia', 'Jones', '1929-06-17'),
('John', 'Calderon', '1928-09-11'),
('Charles', 'Doyle', '1981-03-06'),
('Marilyn', 'Bruce', '1958-05-04'),
('Eric', 'Freeman', '2001-11-01'),
('Brian', 'Moss', '1933-02-06'),
('Taylor', 'Coffey', '1929-01-13'),
('Francisco', 'Taylor', '1974-11-05'),
('Justin', 'Moore', '1914-05-18'),
('Scott', 'Flores', '1999-02-05'),
('Kimberly', 'Moore', '1964-06-17'),
('Justin', 'Hill', '1974-05-17'),
('Daniel', 'Martinez', '1999-04-14'),
('Roberto', 'Evans', '1924-05-18'),
('Ryan', 'Kirby', '1960-11-23'),
('Diane', 'Phillips', '1999-11-01'),
('Daniel', 'Rios', '1950-03-16'),
('Debra', 'Murphy', '1913-04-26'),
('Alexa', 'Snyder', '1978-09-24'),
('Daniel', 'Anderson', '1969-08-14'),
('John', 'Harrell', '1947-06-27'),
('David', 'Farrell', '1916-07-03'),
('Travis', 'Robinson', '1934-11-07'),
('Raymond', 'Medina', '1927-01-22'),
('Robert', 'Lamb', '1975-02-08'),
('Alyssa', 'Osborne', '1964-03-02'),
('Alec', 'Rose', '1992-07-18'),
('Traci', 'Phillips', '1996-03-23'),
('Elizabeth', 'Pearson', '1954-11-01'),
('Kelly', 'Mcdonald', '1965-03-07'),
('Carol', 'Dominguez', '1947-12-31'),
('Andrew', 'Acosta', '1927-03-10'),
('Rebecca', 'Mitchell', '1999-08-10'),
('Megan', 'Fuller', '2004-10-02'),
('Christina', 'Trevino', '1915-07-03'),
('Jennifer', 'Burke', '2002-05-11'),
('Tammie', 'Olson', '1984-11-03'),
('Jay', 'Baker', '1918-05-26'),
('Sarah', 'Smith', '1920-06-21'),
('Mark', 'West', '1961-09-26'),
('Charles', 'Patterson', '1990-02-24'),
('Derek', 'Cox', '1961-12-25'),
('Maria', 'Nunez', '1992-12-08'),
('Jacob', 'Smith', '1948-02-26'),
('Christopher', 'Weaver', '1969-10-05'),
('Mary', 'King', '1982-08-29'),
('Justin', 'Haney', '1932-12-05'),
('Charles', 'Morgan', '1974-05-27'),
('Tina', 'Roy', '1989-07-23'),
('Michael', 'Adams', '1928-11-20'),
('Kenneth', 'Anderson', '1917-09-23'),
('Judy', 'Gardner', '1919-10-29'),
('Daisy', 'Blair', '1976-08-04'),
('Jordan', 'Jackson', '1940-08-23'),
('Courtney', 'Jenkins', '1934-05-29'),
('Patricia', 'Rogers', '2003-04-18'),
('Jennifer', 'Rodriguez', '1985-09-02'),
('Harry', 'Jones', '1913-04-01'),
('Adam', 'Wright', '1964-06-23'),
('Wayne', 'Garcia', '2003-09-24'),
('Anthony', 'Hall', '1970-11-06'),
('Victoria', 'Wright', '1927-02-07'),
('Stephen', 'Anderson', '1922-07-31'),
('Joseph', 'Burton', '1925-02-22'),
('Terri', 'Rivera', '2000-06-07'),
('Matthew', 'Moss', '1959-06-10'),
('Paula', 'Maxwell', '1917-01-26'),
('Lynn', 'Spencer', '1971-07-13'),
('James', 'Cohen', '2002-03-19'),
('Jason', 'Wiley', '1955-12-09'),
('Julie', 'Green', '1981-12-11'),
('Beverly', 'Gibson', '1947-02-21'),
('Sara', 'Atkins', '1909-10-05'),
('Michael', 'Richardson', '1938-12-14'),
('Lisa', 'Russell', '1971-04-16'),
('Michelle', 'Kelly', '1938-12-28'),
('Vincent', 'Miller', '1927-10-09'),
('Jose', 'Keith', '1943-05-31'),
('Autumn', 'Erickson', '1914-12-22'),
('Shelley', 'Nguyen', '1937-11-26'),
('Kimberly', 'Carter', '1982-08-03'),
('James', 'Anderson', '1948-08-09'),
('Shawn', 'Keller', '1911-08-31'),
('Shaun', 'Lee', '1983-10-25'),
('Latoya', 'Edwards', '1940-08-29'),
('Andrew', 'Taylor', '1976-02-11'),
('Nathaniel', 'Allen', '1954-03-05'),
('Jeffrey', 'Nelson', '1944-07-16'),
('David', 'Nelson', '1972-09-21'),
('Amber', 'Porter', '1969-11-30'),
('Lisa', 'Flores', '1991-11-06'),
('Drew', 'Schmidt', '1983-07-31'),
('Sara', 'Olson', '1915-07-02'),
('Natalie', 'Dean', '1972-06-30'),
('Bryan', 'Mcpherson', '1928-09-12'),
('Garrett', 'Gonzalez', '1921-05-19'),
('Maria', 'Lewis', '1926-10-02'),
('Holly', 'Robinson', '1933-01-28'),
('Katie', 'Hill', '1956-12-04'),
('Brandon', 'Obrien', '1951-09-17'),
('Catherine', 'Li', '1958-04-11'),
('Billy', 'Moss', '1983-07-03'),
('Michael', 'Morton', '1959-03-14'),
('Anthony', 'Joseph', '1955-04-12'),
('Joseph', 'Graham', '1935-07-19'),
('Randy', 'Hernandez', '1928-10-26'),
('Kathy', 'Cobb', '1913-06-02'),
('Alicia', 'Thompson', '1950-03-31'),
('Robert', 'King', '1960-07-14'),
('Lisa', 'Petersen', '1963-12-19'),
('Michael', 'King', '1955-02-08'),
('Tom', 'Sosa', '1977-08-22'),
('Elizabeth', 'Wang', '1954-08-25'),
('Larry', 'Allen', '1928-10-18'),
('Erin', 'Johnson', '1978-05-03'),
('Amanda', 'Wolf', '1997-07-23'),
('Kelly', 'Cabrera', '1983-07-01'),
('Michael', 'Fisher', '1998-02-26'),
('Shawn', 'Huerta', '1932-09-25'),
('Jeffrey', 'Holden', '1966-09-09'),
('Rachel', 'Thompson', '1937-01-31'),
('Sara', 'Rangel', '1945-08-15'),
('Erica', 'Evans', '1982-11-25'),
('Lisa', 'Thompson', '2000-07-08'),
('Linda', 'Fisher', '1925-01-25'),
('Jonathan', 'Gonzalez', '1953-08-11'),
('Jennifer', 'Sanchez', '1997-10-09'),
('Erin', 'Orr', '1952-08-28'),
('Tara', 'Murray', '1974-09-16'),
('George', 'Meyers', '1967-01-21'),
('Tammie', 'Davis', '1999-05-03'),
('Nathaniel', 'Howard', '1991-09-10'),
('Christopher', 'Hamilton', '1935-06-22'),
('Sandra', 'Chavez', '1984-11-19'),
('Cody', 'Weiss', '1945-10-03'),
('Allison', 'Chen', '1944-11-25'),
('Sean', 'Potter', '1957-10-28'),
('Andrew', 'Butler', '1912-12-27'),
('Benjamin', 'Gallagher', '1992-06-02'),
('Robert', 'Jones', '1922-12-24'),
('Stephanie', 'Vazquez', '1983-12-17'),
('Adam', 'Phelps', '1924-08-18'),
('Heidi', 'Sandoval', '1963-02-07'),
('Austin', 'Robinson', '1955-07-20'),
('Christopher', 'Roberts', '1954-05-13'),
('Norma', 'Peters', '1940-02-14'),
('Christopher', 'Martinez', '1923-03-09'),
('Patricia', 'Rollins', '1983-08-03'),
('Juan', 'Brown', '1982-03-10'),
('Kari', 'Fox', '1933-08-30'),
('Keith', 'Sanders', '1975-12-03'),
('Shelby', 'Hawkins', '1982-03-04'),
('Laura', 'Gutierrez', '1941-07-01'),
('Michaela', 'Eaton', '1995-12-05'),
('Laura', 'Williams', '1926-12-25'),
('Donald', 'Cook', '1919-11-14'),
('John', 'Kim', '2003-09-24'),
('Michelle', 'Sandoval', '1948-01-31'),
('Eric', 'Jensen', '1956-09-03'),
('Tyler', 'Thompson', '1952-10-29'),
('Jeffrey', 'Christensen', '2001-02-16'),
('Carolyn', 'Hall', '1970-05-13'),
('Michael', 'Lee', '1984-05-18'),
('Kurt', 'Johnson', '1990-06-09'),
('Terri', 'Hess', '1975-06-20'),
('Lisa', 'Harris', '1913-01-06'),
('Samuel', 'Williamson', '1966-03-24'),
('Eric', 'Cooley', '1961-04-07'),
('Anthony', 'Ellis', '1958-10-21'),
('Rachel', 'Rojas', '1990-03-09'),
('Krystal', 'Lee', '1983-04-30'),
('Ashley', 'Livingston', '1967-08-11'),
('Mark', 'Morris', '1972-10-04'),
('Brent', 'Richardson', '1928-07-23'),
('Johnny', 'Mckinney', '1954-07-21'),
('Kimberly', 'Reed', '2003-11-03'),
('Timothy', 'Poole', '1976-02-04'),
('James', 'Howard', '1909-08-20'),
('Marc', 'Powell', '1976-12-25'),
('Destiny', 'Keith', '1984-06-28'),
('Ronald', 'Coleman', '2002-02-24'),
('Cory', 'Schmitt', '1983-04-18'),
('Angela', 'Taylor', '1978-02-14'),
('Cassidy', 'Taylor', '1919-09-10'),
('Dennis', 'Rodriguez', '1979-06-02'),
('Donna', 'Gallagher', '1940-06-12'),
('Marco', 'Wade', '1927-11-17'),
('Joel', 'Armstrong', '1965-07-04'),
('George', 'Sanchez', '1916-06-07'),
('Amy', 'Richard', '1940-11-02'),
('Bryan', 'Haynes', '1915-03-31'),
('Alicia', 'Nguyen', '1934-09-10'),
('Shelby', 'Garner', '1938-04-11'),
('Lisa', 'King', '1976-03-01'),
('Ricardo', 'Park', '1947-02-25'),
('Olivia', 'Thompson', '1994-08-05'),
('Alicia', 'Rowe', '1954-10-14'),
('Christopher', 'Merritt', '1927-12-16'),
('Barbara', 'Valdez', '1977-02-19'),
('Harold', 'Figueroa', '1914-03-17'),
('Dominique', 'Webster', '1916-08-18'),
('Mia', 'Costa', '1929-11-06'),
('Lisa', 'Sparks', '1978-03-11'),
('Crystal', 'Harris', '1960-02-25'),
('Javier', 'Lee', '1960-03-15'),
('John', 'Frank', '1951-04-30'),
('Gary', 'Ramirez', '1997-04-18'),
('Michele', 'Snyder', '1928-06-13'),
('Linda', 'Dudley', '1942-02-13'),
('Kathryn', 'Rowland', '2006-04-19'),
('Eric', 'Jones', '1956-09-26'),
('Gabrielle', 'Bennett', '1909-02-01'),
('Elizabeth', 'Weiss', '1941-12-20'),
('Warren', 'Mann', '1999-10-20'),
('Brenda', 'Pratt', '1955-05-13'),
('Daniel', 'Marsh', '1944-11-06'),
('Isabel', 'Wood', '1915-08-30'),
('Larry', 'Park', '1981-05-18'),
('Steven', 'Moore', '1930-08-15'),
('Angela', 'Odonnell', '1935-10-18'),
('Kathryn', 'Salazar', '1981-05-08'),
('Joseph', 'Newton', '1925-06-02'),
('Maria', 'Nelson', '1908-09-12'),
('Kerri', 'Willis', '1977-07-31'),
('Amanda', 'Decker', '1989-10-29'),
('Brad', 'Torres', '1913-08-08'),
('Jennifer', 'Jefferson', '1968-03-31'),
('Michael', 'Lewis', '1983-01-09'),
('Desiree', 'Martin', '1966-06-17'),
('Jorge', 'Rogers', '1913-04-03'),
('Jessica', 'Carter', '1942-06-22'),
('Daniel', 'Moore', '1939-11-01'),
('Lauren', 'Garza', '1916-05-25'),
('Angela', 'Gross', '1985-08-12'),
('Elizabeth', 'Ray', '1934-02-21'),
('Martin', 'Mclaughlin', '1923-12-21'),
('Mary', 'Myers', '1950-03-21'),
('Amber', 'Murphy', '1933-09-20'),
('Shawn', 'Ewing', '1930-09-23'),
('Laura', 'Booth', '1945-10-22'),
('Mark', 'Norman', '1973-11-07'),
('Cassandra', 'Rose', '1940-08-16'),
('Chelsea', 'White', '1993-05-11'),
('Melvin', 'Lam', '2003-11-12'),
('Lisa', 'Avila', '1922-07-29'),
('Mary', 'Alvarez', '1923-04-16'),
('Bethany', 'Blair', '1947-05-18'),
('Heather', 'Mitchell', '1976-07-25'),
('Matthew', 'Wade', '1962-03-07'),
('Jose', 'Perez', '1986-11-05'),
('Theresa', 'Ford', '1958-10-15'),
('Amanda', 'Cohen', '1998-07-04'),
('Charles', 'Mann', '2002-02-02'),
('Marcus', 'Anderson', '1961-01-29'),
('Annette', 'Jones', '2000-01-02'),
('John', 'Russell', '1953-08-01'),
('Tracy', 'Reyes', '2000-03-05'),
('Vanessa', 'Hooper', '1979-02-18'),
('Julia', 'Cook', '1998-04-04'),
('Steven', 'Parker', '1978-02-14'),
('Heather', 'Blake', '1922-02-05'),
('Andrew', 'Hanson', '2005-12-19'),
('Ronald', 'Erickson', '1922-10-30'),
('Kathryn', 'Mitchell', '1994-01-22'),
('Jeremy', 'Gibson', '1963-09-07'),
('Michael', 'Thompson', '1993-06-14'),
('Kimberly', 'Foster', '1960-12-18'),
('Austin', 'Martin', '1967-07-02'),
('Jennifer', 'Thompson', '1958-03-31'),
('David', 'Turner', '1912-10-02'),
('Jennifer', 'Chan', '1951-12-27'),
('Jenna', 'Horn', '1913-05-17'),
('Joseph', 'Henry', '1968-03-07'),
('Regina', 'Nelson', '1985-05-13'),
('Eric', 'Knight', '1918-04-21'),
('Tony', 'Johnson', '1988-11-23'),
('Kendra', 'Holmes', '1911-07-10'),
('Joseph', 'Garcia', '1937-06-13'),
('Madeline', 'Mckenzie', '1968-12-12'),
('Rhonda', 'Johnson', '1923-08-30'),
('Robert', 'Martinez', '1954-12-18'),
('Gregory', 'Hunt', '1969-07-21'),
('Leslie', 'Martin', '1915-05-04'),
('Matthew', 'Luna', '1940-10-04'),
('Yolanda', 'Brock', '1971-07-12'),
('Lisa', 'Sanders', '1973-12-13'),
('Amy', 'Mason', '1975-05-26'),
('Julia', 'Robles', '1960-01-20'),
('Timothy', 'Boyd', '1980-05-07'),
('Samuel', 'Jefferson', '1940-06-29'),
('Frank', 'Bruce', '1996-09-06'),
('Paula', 'Meyer', '1959-12-08'),
('Michelle', 'Castro', '1962-03-20'),
('Angela', 'Sims', '1911-07-27'),
('Mary', 'Johnson', '1982-09-04'),
('Mary', 'Owen', '1953-05-26'),
('Ashley', 'Williams', '1918-04-11'),
('Zoe', 'Olsen', '1992-09-22'),
('Richard', 'Cohen', '1936-07-09'),
('Brenda', 'Johnson', '1912-10-24'),
('Kimberly', 'Houston', '1954-03-01'),
('Kyle', 'Watson', '1966-06-29'),
('Samantha', 'Brewer', '1950-12-16'),
('Nicole', 'Perez', '1983-02-16'),
('James', 'Potter', '1970-12-06'),
('Regina', 'Anderson', '1935-02-25'),
('William', 'Butler', '1961-05-26'),
('Leslie', 'Paul', '1972-03-17'),
('Anthony', 'Haas', '1979-08-24'),
('Ashley', 'Kidd', '1933-09-17'),
('Sarah', 'Ritter', '1948-11-18'),
('Kevin', 'Burke', '1936-04-16'),
('Emma', 'Carney', '1917-06-23'),
('Nancy', 'Smith', '1929-07-16'),
('Kyle', 'Hogan', '2005-10-03'),
('Emily', 'Blake', '1942-05-02'),
('Emily', 'Gomez', '1912-12-08'),
('Derek', 'Cox', '1995-03-15'),
('Jesse', 'Soto', '1981-02-09'),
('Kyle', 'Christian', '1921-07-13'),
('Patricia', 'Jones', '1961-05-02'),
('Regina', 'Sanders', '1963-07-08'),
('Amanda', 'Smith', '1989-05-26'),
('Nicole', 'Harrington', '1923-01-10'),
('Steven', 'Nielsen', '1967-05-22'),
('Jordan', 'Williams', '1952-09-11'),
('Matthew', 'Freeman', '1948-02-11'),
('Charles', 'Espinoza', '1954-03-15'),
('Jessica', 'Paul', '1975-03-13'),
('Kimberly', 'Brown', '1909-07-10'),
('Russell', 'Lee', '1951-01-15'),
('Matthew', 'Washington', '1968-11-07'),
('Scott', 'Burns', '2005-03-01'),
('Amber', 'Nguyen', '1992-03-03'),
('Ashley', 'Benson', '1990-02-27'),
('Jennifer', 'Martin', '1912-01-24'),
('Kimberly', 'Lopez', '1994-10-16'),
('Carolyn', 'Perry', '1994-01-11'),
('Andrew', 'Thomas', '1930-07-28'),
('Olivia', 'Nixon', '1926-03-03'),
('Michelle', 'Jordan', '1916-07-14'),
('Anthony', 'Parker', '1998-03-14'),
('Beth', 'Brown', '1934-12-30'),
('Debra', 'Moon', '2004-06-23'),
('Justin', 'Allison', '1911-08-20'),
('Lisa', 'Hill', '2005-08-02'),
('Rebekah', 'Stuart', '1924-04-03'),
('Cynthia', 'Castillo', '1929-06-29'),
('James', 'Thompson', '1957-02-07'),
('Colleen', 'Williams', '1983-05-27'),
